"","Trial","correct","faceVal","houseVal","mult1House","mult2Face","summedVal","earnings","flip","selection","rt","participant","subject","finalEarnings","accuracy"
"31124",4,1,0.44,0.98,3,1,3.38,-11.72,3,"['f']",2.31685467803618,60,25,-12.6,0.546666666666667
"31224",5,1,-0.68,0.32,3,1,0.28,-11.44,1,"['f']",3.83350885135587,60,25,-12.6,0.546666666666667
"31324",6,0,0.8,-0.04,1,1,0.76,-12.2,3,"['j']",3.20038671389921,60,25,-12.6,0.546666666666667
"31424",7,0,-0.34,0.64,1,3,-0.38,-12.58,1,"['f']",1.95005929001491,60,25,-12.6,0.546666666666667
"31524",8,1,0.1,0.08,1,3,0.38,-12.2,2,"['f']",1.80018584261416,60,25,-12.6,0.546666666666667
"31624",9,1,-0.68,-0.96,2,1,-2.6,-12.2,2,"['j']",5.08350087882718,60,25,-12.6,0.546666666666667
"31724",10,1,0.7,-0.22,3,1,0.04,-12.16,2,"['f']",1.50040229244041,60,25,-12.6,0.546666666666667
"31824",11,1,-0.46,-0.46,1,1,-0.92,-12.16,3,"['j']",3.38350619381526,60,25,-12.6,0.546666666666667
"31924",12,1,0.36,-0.56,1,2,0.16,-12,1,"['f']",7.71679016461712,60,25,-12.6,0.546666666666667
"32024",13,1,0.08,0.7,2,1,1.48,-10.52,3,"['f']",1.51701339569991,60,25,-12.6,0.546666666666667
"32124",14,0,-0.82,-0.76,2,3,-3.98,-14.5,3,"['f']",4.53347017997294,60,25,-12.6,0.546666666666667
"32224",15,1,-0.82,0.84,1,1,0.02,-14.48,3,"['f']",1.16685696900822,60,25,-12.6,0.546666666666667
"32324",16,1,0.4,-0.6,1,2,0.2,-14.28,1,"['f']",1.81685412820661,60,25,-12.6,0.546666666666667
"32424",17,1,1,-0.28,1,1,0.72,-13.56,3,"['f']",2.05018263525562,60,25,-12.6,0.546666666666667
"32524",18,1,0.26,0.26,1,1,0.52,-13.04,3,"['f']",2.60018730882439,60,25,-12.6,0.546666666666667
"32624",19,1,0.94,0.58,1,1,1.52,-11.52,2,"['f']",3.61713124264497,60,25,-12.6,0.546666666666667
"32724",20,1,-0.68,0.32,3,1,0.28,-11.24,1,"['f']",4.23350518580992,60,25,-12.6,0.546666666666667
"32824",21,0,-0.9,-0.08,1,1,-0.98,-12.22,2,"['f']",4.31665820538183,60,25,-12.6,0.546666666666667
"32924",22,1,0.8,0.14,3,1,1.22,-11,3,"['f']",7.66678530781064,60,25,-12.6,0.546666666666667
"33024",23,1,-0.36,0.52,2,1,0.68,-10.32,2,"['f']",0.96686759905424,60,25,-12.6,0.546666666666667
"33124",24,1,0.6,0.12,1,1,0.72,-9.6,2,"['f']",2.73334005346987,60,25,-12.6,0.546666666666667
"33224",25,1,-0.3,0.2,3,2,0,-9.6,1,"['j']",7.63345863352879,60,25,-12.6,0.546666666666667
"33324",26,0,-0.34,0.64,1,3,-0.38,-9.98,1,"['f']",1.43352424658951,60,25,-12.6,0.546666666666667
"33424",27,1,-0.38,0.28,3,2,0.08,-9.9,1,"['f']",2.48351700717467,60,25,-12.6,0.546666666666667
"33524",28,0,-0.34,0.8,3,1,2.06,-11.96,2,"['j']",2.45038387310342,60,25,-12.6,0.546666666666667
"33624",29,0,-0.48,0.22,3,1,0.18,-12.14,1,"['j']",1.40018804190913,60,25,-12.6,0.546666666666667
"33724",30,1,-0.54,0.44,3,2,0.24,-11.9,1,"['f']",0.933527362300083,60,25,-12.6,0.546666666666667
"33824",31,0,0.58,-0.8,1,1,-0.22,-12.12,2,"['f']",1.95017255502171,60,25,-12.6,0.546666666666667
"33924",32,0,0.58,-0.38,2,1,-0.18,-12.3,1,"['f']",4.8501456133672,60,25,-12.6,0.546666666666667
"34024",33,0,-1,-0.22,3,1,-1.66,-13.96,3,"['f']",2.71683891623979,60,25,-12.6,0.546666666666667
"34124",34,1,0.64,-0.64,1,3,1.28,-12.68,3,"['f']",0.716883269196842,60,25,-12.6,0.546666666666667
"34224",35,0,-0.9,-0.08,1,1,-0.98,-13.66,2,"['f']",1.25021195955924,60,25,-12.6,0.546666666666667
"34324",36,1,0.72,0.3,2,1,1.32,-12.34,3,"['f']",0.816898481192766,60,25,-12.6,0.546666666666667
"34424",37,1,0.68,-0.04,1,3,2,-10.34,2,"['f']",1.13352992819273,60,25,-12.6,0.546666666666667
"34524",38,0,0.26,-0.56,1,1,-0.3,-10.64,3,"['f']",1.81705939816311,60,25,-12.6,0.546666666666667
"34624",39,0,0.02,-0.1,1,1,-0.08,-10.72,3,"['f']",0.833374326233752,60,25,-12.6,0.546666666666667
"34724",40,0,-0.64,-0.38,3,1,-1.78,-12.5,3,"['f']",3.86705912323669,60,25,-12.6,0.546666666666667
"34824",41,0,-0.18,0.28,3,1,0.66,-13.16,2,"['j']",1.83369359429344,60,25,-12.6,0.546666666666667
"34924",42,1,-0.02,0.14,1,2,0.1,-13.06,3,"['f']",3.0335180152033,60,25,-12.6,0.546666666666667
"35024",43,0,-0.3,0.4,2,3,-0.1,-13.16,1,"['f']",6.8001862091478,60,25,-12.6,0.546666666666667
"35124",44,1,0.6,-0.8,1,2,0.4,-12.76,1,"['f']",4.21666095455294,60,25,-12.6,0.546666666666667
"35224",45,1,0.72,0.96,1,3,3.12,-9.64,3,"['f']",2.01669687675894,60,25,-12.6,0.546666666666667
"35324",46,0,0.54,-0.42,2,1,-0.3,-9.94,3,"['f']",6.06678054263466,60,25,-12.6,0.546666666666667
"35424",47,1,0.52,0.96,1,3,2.52,-7.42,2,"['f']",1.36685990143451,60,25,-12.6,0.546666666666667
"35524",48,1,0.58,-0.78,1,2,0.38,-7.04,1,"['f']",1.13372383493697,60,25,-12.6,0.546666666666667
"35624",49,1,0.2,-0.3,3,1,-0.7,-7.04,3,"['j']",2.43372768376139,60,25,-12.6,0.546666666666667
"35724",50,1,-0.24,0.74,1,1,0.5,-6.54,3,"['f']",1.05019399840967,60,25,-12.6,0.546666666666667
"35824",51,0,-0.16,-0.82,3,1,-2.62,-9.16,3,"['f']",2.88351297506597,60,25,-12.6,0.546666666666667
"35924",52,1,-1,0.5,2,1,0,-9.16,2,"['f']",3.683500878833,60,25,-12.6,0.546666666666667
"36024",53,0,-0.7,0.44,1,1,-0.26,-9.42,3,"['f']",3.55017292161938,60,25,-12.6,0.546666666666667
"36124",54,0,0.62,-0.42,2,1,-0.22,-9.64,1,"['f']",1.73369377755444,60,25,-12.6,0.546666666666667
"36224",55,0,-0.6,-0.74,1,2,-1.94,-11.58,2,"['f']",2.08378459117375,60,25,-12.6,0.546666666666667
"36324",56,1,-0.54,0.78,3,2,1.26,-10.32,2,"['f']",0.933538358920487,60,25,-12.6,0.546666666666667
"36424",57,1,-0.52,-0.92,2,1,-2.36,-10.32,3,"['j']",1.31686420843471,60,25,-12.6,0.546666666666667
"36524",58,0,0.5,-0.58,1,1,-0.08,-10.4,3,"['f']",1.11706398005481,60,25,-12.6,0.546666666666667
"36624",59,0,-0.66,0.76,2,3,-0.46,-10.86,1,"['f']",1.11685761046829,60,25,-12.6,0.546666666666667
"36724",60,0,0.72,-0.38,3,1,-0.42,-11.28,1,"['f']",0.950216174911475,60,25,-12.6,0.546666666666667
"36824",61,0,0.76,-0.4,3,1,-0.44,-11.72,1,"['f']",3.76682911094395,60,25,-12.6,0.546666666666667
"36924",62,0,-0.76,0.36,3,1,0.32,-12.04,1,"['j']",1.6335220472829,60,25,-12.6,0.546666666666667
"37024",63,1,0.72,-0.38,1,1,0.34,-11.7,2,"['f']",1.21687502175337,60,25,-12.6,0.546666666666667
"37124",64,0,0.9,-0.7,2,1,-0.5,-12.2,1,"['f']",1.23370972264092,60,25,-12.6,0.546666666666667
"37224",65,0,-0.28,0.52,1,3,-0.32,-12.52,1,"['f']",1.25021562509937,60,25,-12.6,0.546666666666667
"37324",66,0,0.76,-0.96,1,2,0.56,-13.08,1,"['j']",1.80019170747255,60,25,-12.6,0.546666666666667
"37424",67,0,0.76,-0.9,1,1,-0.14,-13.22,2,"['f']",8.50015266952687,60,25,-12.6,0.546666666666667
"37524",68,0,-0.64,0.3,3,1,0.26,-13.48,1,"['j']",4.04999679265893,60,25,-12.6,0.546666666666667
"37624",69,0,0.82,-0.48,1,2,1.16,-14.64,2,"['j']",2.66705142561113,60,25,-12.6,0.546666666666667
"37724",70,1,-0.52,0.24,3,1,0.2,-14.44,1,"['f']",0.633702025021194,60,25,-12.6,0.546666666666667
"37824",71,1,-0.88,0.78,3,2,0.58,-13.86,1,"['f']",0.533551554806763,60,25,-12.6,0.546666666666667
"37924",72,1,-0.68,0.32,3,1,0.28,-13.58,1,"['f']",2.31684698042227,60,25,-12.6,0.546666666666667
"38024",73,1,0.62,-0.82,1,2,0.42,-13.16,1,"['f']",2.88351260853233,60,25,-12.6,0.546666666666667
"38124",74,0,-0.78,0.98,1,2,-0.58,-13.74,1,"['f']",1.78352562116925,60,25,-12.6,0.546666666666667
"38224",75,1,0.8,0.62,1,1,1.42,-12.32,2,"['f']",1.33352956161252,60,25,-12.6,0.546666666666667
"38324",76,0,-0.24,0.44,1,3,-0.28,-12.6,1,"['f']",2.00003555571311,60,25,-12.6,0.546666666666667
"38424",77,1,-0.38,-0.24,1,1,-0.62,-12.6,3,"['j']",1.93353432681761,60,25,-12.6,0.546666666666667
"38524",78,0,0.24,-0.52,1,3,0.2,-12.8,1,"['j']",1.70018602590426,60,25,-12.6,0.546666666666667
"38624",79,0,-0.76,0.96,1,2,-0.56,-13.36,1,"['f']",1.01685852685478,60,25,-12.6,0.546666666666667
"38724",80,0,0.82,-0.62,2,1,-0.42,-13.78,1,"['f']",5.75015972569236,60,25,-12.6,0.546666666666667
"38824",81,1,0.9,-0.9,1,1,0,-13.78,2,"['f']",0.700389096513391,60,25,-12.6,0.546666666666667
"38924",82,0,-0.06,-0.68,1,1,-0.74,-14.52,3,"['f']",1.08338394828024,60,25,-12.6,0.546666666666667
"39024",83,1,0.28,0.56,1,3,1.4,-13.12,2,"['f']",3.55036169663072,60,25,-12.6,0.546666666666667
"39124",84,1,-0.76,0.66,3,2,0.46,-12.66,1,"['f']",1.55018465130706,60,25,-12.6,0.546666666666667
"39224",85,0,-0.32,0.6,1,3,-0.36,-13.02,1,"['f']",2.10019592283061,60,25,-12.6,0.546666666666667
"39324",86,1,0.78,-0.5,1,2,1.06,-11.96,2,"['f']",1.05019326531328,60,25,-12.6,0.546666666666667
"39424",87,1,0.94,-0.24,1,1,0.7,-11.26,3,"['f']",1.1001907910977,60,25,-12.6,0.546666666666667
"39524",88,0,-0.54,0.34,2,1,0.14,-11.4,1,"['j']",3.90018199378392,60,25,-12.6,0.546666666666667
"39624",89,0,-0.5,-0.36,1,1,-0.86,-12.26,2,"['f']",2.75016852293629,60,25,-12.6,0.546666666666667
"39724",90,0,0.22,-0.2,3,1,-0.38,-12.64,2,"['f']",1.21685486132628,60,25,-12.6,0.546666666666667
"39824",91,0,-0.82,-0.74,3,1,-3.04,-15.68,3,"['f']",1.00040944022476,60,25,-12.6,0.546666666666667
"39924",92,1,-0.8,0.7,3,2,0.5,-15.18,1,"['f']",2.88349574705353,60,25,-12.6,0.546666666666667
"40024",93,1,0.5,0.2,1,2,1.2,-13.98,2,"['f']",1.05019399843877,60,25,-12.6,0.546666666666667
"40124",94,1,-0.42,0.22,2,1,0.02,-13.96,1,"['f']",1.56686979837832,60,25,-12.6,0.546666666666667
"40224",95,1,-0.32,0.52,1,2,-0.12,-13.96,1,"['j']",2.26702869930887,60,25,-12.6,0.546666666666667
"40324",96,0,0.26,-0.66,3,1,-1.72,-15.68,2,"['f']",1.93355448724469,60,25,-12.6,0.546666666666667
"40424",97,1,0.24,-0.02,3,2,0.42,-15.26,3,"['f']",2.43351361653185,60,25,-12.6,0.546666666666667
"40524",98,1,-0.42,0.62,1,2,-0.22,-15.26,1,"['j']",5.31684148209752,60,25,-12.6,0.546666666666667
"40624",99,0,-0.84,-0.26,3,1,-1.62,-16.88,2,"['f']",3.93351856502704,60,25,-12.6,0.546666666666667
"40724",100,1,0.34,-0.72,1,3,0.3,-16.58,1,"['f']",3.55036023040884,60,25,-12.6,0.546666666666667
"10625",1,1,-0.44,0.54,2,3,-0.24,18.52,1,"['j']",11.5170079572417,61,26,108.32,0.84
"10725",2,1,0.66,0.98,3,3,4.92,23.44,2,"['f']",1.30018445232417,61,26,108.32,0.84
"10825",3,0,0.44,-0.24,3,1,-0.28,23.16,1,"['f']",5.4838556550385,61,26,108.32,0.84
"10925",4,1,-0.58,0.06,1,1,-0.52,23.16,2,"['j']",2.60011744542862,61,26,108.32,0.84
"11025",5,0,0.44,-0.98,1,1,-0.54,22.62,3,"['f']",2.96704197389772,61,26,108.32,0.84
"11125",6,1,-0.76,0.38,1,1,-0.38,22.62,2,"['j']",6.48358770064078,61,26,108.32,0.84
"11225",7,1,-0.52,0.72,1,2,-0.32,22.62,1,"['j']",2.78358997331816,61,26,108.32,0.84
"11325",8,1,0.88,-0.36,1,1,0.52,23.14,2,"['f']",2.90031472730334,61,26,108.32,0.84
"11425",9,1,-0.74,-0.44,2,1,-1.62,23.14,2,"['j']",1.38349261530675,61,26,108.32,0.84
"11525",10,1,0.9,-0.8,3,2,-0.6,23.14,1,"['j']",9.80022660660325,61,26,108.32,0.84
"11625",11,1,-0.5,0.6,2,3,-0.3,23.14,1,"['j']",3.61597514143796,61,26,108.32,0.84
"11725",12,1,0.7,0.18,2,3,2.46,25.6,3,"['f']",2.01716667719302,61,26,108.32,0.84
"11825",13,0,-0.36,-0.36,3,1,-1.44,24.16,3,"['f']",8.48348946290207,61,26,108.32,0.84
"11925",14,1,0.32,-0.52,1,2,0.12,24.28,1,"['f']",1.36684571838123,61,26,108.32,0.84
"12025",15,1,0.24,0.9,3,1,2.94,27.22,3,"['f']",1.61694212333532,61,26,108.32,0.84
"12125",16,0,0.48,-0.26,3,1,-0.3,26.92,1,"['f']",9.50048715653247,61,26,108.32,0.84
"12225",17,0,-0.92,0.54,1,1,-0.38,26.54,2,"['f']",1.51686683215667,61,26,108.32,0.84
"12325",18,0,0.64,-0.7,1,1,-0.06,26.48,2,"['f']",4.7168953504297,61,26,108.32,0.84
"12425",19,1,0.66,0.68,3,2,3.36,29.84,2,"['f']",0.917058762308443,61,26,108.32,0.84
"12525",20,1,-0.86,0.76,3,2,0.56,30.4,1,"['f']",1.96683413512073,61,26,108.32,0.84
"12625",21,0,0.04,-0.52,1,1,-0.48,29.92,3,"['f']",21.000282616762,61,26,108.32,0.84
"12725",22,1,0.36,-0.76,1,3,0.32,30.24,1,"['f']",3.16686668552575,61,26,108.32,0.84
"12825",23,1,-0.22,0.4,1,3,-0.26,30.24,1,"['j']",5.20023415770265,61,26,108.32,0.84
"12925",24,1,-0.22,-0.32,1,2,-0.76,30.24,3,"['j']",2.88351314261672,61,26,108.32,0.84
"13025",25,1,0.6,0.82,1,1,1.42,31.66,2,"['f']",0.98374055561726,61,26,108.32,0.84
"13125",26,1,-0.6,0.28,3,1,0.24,31.9,1,"['f']",7.9004499874427,61,26,108.32,0.84
"13225",27,1,0.82,-0.38,1,1,0.44,32.34,3,"['f']",2.33379715229967,61,26,108.32,0.84
"13325",28,1,-0.54,0.58,2,3,-0.46,32.34,2,"['j']",1.85026920071687,61,26,108.32,0.84
"13425",29,1,0.96,0.14,1,3,3.02,35.36,3,"['f']",1.20021692942828,61,26,108.32,0.84
"13525",30,1,0.22,0.3,3,2,1.34,36.7,3,"['f']",2.71691477802233,61,26,108.32,0.84
"13625",31,1,-0.24,0.92,1,1,0.68,37.38,3,"['f']",1.55018921761075,61,26,108.32,0.84
"13725",32,1,0.92,-0.96,2,1,-1,37.38,3,"['j']",3.43353887498961,61,26,108.32,0.84
"13825",33,0,-0.46,-0.56,3,1,-2.14,35.24,2,"['f']",5.96708302848856,61,26,108.32,0.84
"13925",34,1,-0.34,0.24,3,2,0.04,35.28,1,"['f']",1.13352413935354,61,26,108.32,0.84
"14025",35,1,-0.44,0.96,1,1,0.52,35.8,2,"['f']",1.18360705496161,61,26,108.32,0.84
"14125",36,1,-0.88,-0.62,3,1,-2.74,35.8,3,"['j']",2.16687474981882,61,26,108.32,0.84
"14225",37,1,-0.92,-0.62,1,2,-2.46,35.8,3,"['j']",3.7169594981824,61,26,108.32,0.84
"14325",38,1,0.3,-0.82,2,1,-1.34,35.8,2,"['j']",3.66703200351913,61,26,108.32,0.84
"14425",39,0,0.26,-0.86,1,1,-0.6,35.2,3,"['f']",1.216870424425,61,26,108.32,0.84
"14525",40,1,0.54,0.9,1,1,1.44,36.64,2,"['f']",1.76682687725406,61,26,108.32,0.84
"14625",41,1,0.82,0.9,1,2,2.54,39.18,2,"['f']",0.850250872783363,61,26,108.32,0.84
"14725",42,1,0.74,-0.64,3,2,-0.44,39.18,1,"['j']",1.9671207840147,61,26,108.32,0.84
"14825",43,1,-0.52,0.98,1,1,0.46,39.64,3,"['f']",4.6502428817912,61,26,108.32,0.84
"14925",44,1,0.6,-0.7,2,3,0.4,40.04,1,"['f']",1.43355353738298,61,26,108.32,0.84
"15025",45,0,0.2,-0.32,1,1,-0.12,39.92,2,"['f']",5.61703339644009,61,26,108.32,0.84
"15125",46,1,0.08,0.82,2,3,1.88,41.8,2,"['f']",1.8171524546924,61,26,108.32,0.84
"15225",47,1,0.56,-0.14,2,1,0.28,42.08,2,"['f']",1.08356841964996,61,26,108.32,0.84
"15325",48,1,-0.2,0.36,1,3,-0.24,42.08,1,"['j']",1.86689886939712,61,26,108.32,0.84
"15425",49,1,-0.04,0.18,2,1,0.32,42.4,2,"['f']",3.90036531240912,61,26,108.32,0.84
"15525",50,1,-0.4,0.76,1,3,-0.44,42.4,1,"['j']",7.65021392365452,61,26,108.32,0.84
"15625",51,1,-0.62,0.14,1,1,-0.48,42.4,2,"['j']",3.400422495557,61,26,108.32,0.84
"15725",52,0,0.5,-0.3,2,1,-0.1,42.3,1,"['f']",1.16692240245175,61,26,108.32,0.84
"15825",53,1,0.38,0.46,1,1,0.84,43.14,2,"['f']",0.950270447006915,61,26,108.32,0.84
"15925",54,1,-1,0.46,1,1,-0.54,43.14,2,"['j']",8.4335055181582,61,26,108.32,0.84
"16025",55,0,0.04,0.26,1,3,0.38,42.76,3,"['j']",4.80019398286822,61,26,108.32,0.84
"16125",56,1,-0.82,0.72,3,2,0.52,43.28,1,"['f']",1.48358806720353,61,26,108.32,0.84
"16225",57,1,-0.46,0.26,2,1,0.06,43.34,1,"['f']",1.26688369386829,61,26,108.32,0.84
"16325",58,1,-0.46,0.24,2,1,0.02,43.36,3,"['f']",1.40010725505999,61,26,108.32,0.84
"16425",59,1,-0.84,0.64,2,1,0.44,43.8,1,"['f']",1.21701558167115,61,26,108.32,0.84
"16525",60,1,0.9,-0.34,1,1,0.56,44.36,3,"['f']",2.83377039351035,61,26,108.32,0.84
"16625",61,1,0.66,0.82,1,1,1.48,45.84,2,"['f']",1.03352985766833,61,26,108.32,0.84
"16725",62,1,0.16,0.08,1,1,0.24,46.08,3,"['f']",4.10016913019354,61,26,108.32,0.84
"16825",63,1,0.8,0.92,1,1,1.72,47.8,2,"['f']",0.850183792528696,61,26,108.32,0.84
"16925",64,1,0.74,-0.58,1,2,0.9,48.7,2,"['f']",1.95046179066412,61,26,108.32,0.84
"17025",65,1,0.16,0.44,1,1,0.6,49.3,3,"['f']",1.1002611364238,61,26,108.32,0.84
"17125",66,1,0.22,-0.48,1,3,0.18,49.48,1,"['f']",0.883527438389137,61,26,108.32,0.84
"17225",67,0,-0.42,0.26,1,1,-0.16,49.32,2,"['f']",1.78372706627124,61,26,108.32,0.84
"17325",68,1,-0.5,-0.56,2,1,-1.62,49.32,3,"['j']",0.983525385643588,61,26,108.32,0.84
"17425",69,1,0.34,-0.12,2,1,0.1,49.42,2,"['f']",2.81703149032546,61,26,108.32,0.84
"17525",70,1,-0.72,0.34,3,1,0.3,49.72,1,"['f']",1.06688633307931,61,26,108.32,0.84
"17625",71,1,-0.84,-0.82,3,1,-3.3,49.72,2,"['j']",1.86684535181848,61,26,108.32,0.84
"17725",72,1,0.74,0.48,1,2,1.96,51.68,2,"['f']",0.700406806863612,61,26,108.32,0.84
"17825",73,1,0.68,0.08,1,1,0.76,52.44,2,"['f']",1.83350977025111,61,26,108.32,0.84
"17925",74,1,-0.82,-1,1,1,-1.82,52.44,3,"['j']",2.10049793333746,61,26,108.32,0.84
"18025",75,1,0.28,-0.48,1,2,0.08,52.52,1,"['f']",1.06683208237519,61,26,108.32,0.84
"18125",76,1,-0.46,0.26,2,1,0.06,52.58,1,"['f']",2.00018987740623,61,26,108.32,0.84
"18225",77,1,-0.46,-0.2,1,1,-0.66,52.58,2,"['j']",3.21683010295965,61,26,108.32,0.84
"18325",78,1,0.68,-0.48,2,1,-0.28,52.58,1,"['j']",1.53337590303272,61,26,108.32,0.84
"18425",79,1,-0.12,-0.34,1,1,-0.46,52.58,3,"['j']",1.86671339068562,61,26,108.32,0.84
"18525",80,1,-0.4,0.6,2,1,0.8,53.38,3,"['f']",0.950272279820638,61,26,108.32,0.84
"18625",81,0,0.04,-0.14,1,3,-0.02,53.36,3,"['f']",1.88358315528603,61,26,108.32,0.84
"18725",82,1,-0.58,0.82,1,1,0.24,53.6,3,"['f']",0.650270373706007,61,26,108.32,0.84
"18825",83,0,0.56,-0.58,1,1,-0.02,53.58,2,"['f']",1.7835720119183,61,26,108.32,0.84
"18925",84,1,0.06,0.32,1,1,0.38,53.96,3,"['f']",1.61707298477995,61,26,108.32,0.84
"19025",85,1,-0.4,0.3,3,2,0.1,54.06,1,"['f']",1.36693809117423,61,26,108.32,0.84
"19125",86,1,-0.78,-0.7,3,1,-2.88,54.06,2,"['j']",1.68379253361491,61,26,108.32,0.84
"19225",87,1,-0.3,-0.88,1,1,-1.18,54.06,3,"['j']",1.13355932899867,61,26,108.32,0.84
"19325",88,0,0.7,-0.5,2,1,-0.3,53.76,1,"['f']",2.66704629929154,61,26,108.32,0.84
"19425",89,0,-0.46,0.48,2,3,-0.42,53.34,3,"['f']",1.28353902164963,61,26,108.32,0.84
"19525",90,1,-0.48,0.7,1,1,0.22,53.56,2,"['f']",1.43362171729677,61,26,108.32,0.84
"19625",91,1,-0.36,0.72,1,1,0.36,53.92,3,"['f']",4.01693684485508,61,26,108.32,0.84
"19725",92,1,0.46,-0.88,1,3,0.5,54.42,3,"['f']",1.61710304260487,61,26,108.32,0.84
"19825",93,1,-0.62,0.88,3,2,1.4,55.82,3,"['f']",1.88381628663046,61,26,108.32,0.84
"19925",94,1,0.86,-0.22,1,2,1.5,57.32,3,"['f']",1.30028122384101,61,26,108.32,0.84
"20025",95,1,-0.44,-0.3,3,3,-2.22,57.32,3,"['j']",6.11694175674347,61,26,108.32,0.84
"20125",96,1,0.36,-0.68,1,3,0.4,57.72,3,"['f']",2.46672563374159,61,26,108.32,0.84
"20225",97,1,0.88,0.58,1,1,1.46,59.18,3,"['f']",1.25023056543432,61,26,108.32,0.84
"20325",98,1,0.48,-0.26,3,1,-0.3,59.18,1,"['j']",1.78356761322357,61,26,108.32,0.84
"20425",99,1,-0.3,-0.62,1,1,-0.92,59.18,3,"['j']",1.23377097997582,61,26,108.32,0.84
"20525",100,1,0.4,0.18,1,1,0.58,59.76,2,"['f']",0.850199554552091,61,26,108.32,0.84
"20725",1,1,-0.44,0.5,2,3,-0.32,59.76,2,"['j']",4.46687738902983,61,26,108.32,0.84
"20825",2,0,0.68,-0.36,3,1,-0.4,59.36,1,"['f']",3.96697562676854,61,26,108.32,0.84
"20925",3,0,0.42,-0.64,2,1,-0.86,58.5,3,"['f']",3.18376907386119,61,26,108.32,0.84
"21025",4,1,-0.98,0.44,2,2,-1.08,58.5,2,"['j']",2.88339950941736,61,26,108.32,0.84
"21125",5,1,-0.8,0.6,2,1,0.4,58.9,1,"['f']",1.41669843508862,61,26,108.32,0.84
"21225",6,1,-0.24,0.94,1,1,0.7,59.6,3,"['f']",1.6004400170641,61,26,108.32,0.84
"21325",7,1,-0.48,1,1,1,0.52,60.12,3,"['f']",2.48354517982807,61,26,108.32,0.84
"21425",8,1,0.56,-0.06,3,1,0.38,60.5,3,"['f']",8.88376056970446,61,26,108.32,0.84
"21525",9,1,0.56,0.14,1,1,0.7,61.2,3,"['f']",1.60021531657549,61,26,108.32,0.84
"21625",10,1,-0.42,0.52,2,3,-0.22,61.2,1,"['j']",2.13381335418671,61,26,108.32,0.84
"21725",11,0,0.44,-0.24,2,1,-0.04,61.16,1,"['f']",3.30032337809098,61,26,108.32,0.84
"21825",12,1,-0.1,-0.16,1,3,-0.46,61.16,3,"['j']",4.61693955742521,61,26,108.32,0.84
"21925",13,1,0.28,0.8,1,1,1.08,62.24,3,"['f']",1.48354078113334,61,26,108.32,0.84
"22025",14,1,-0.4,0.76,1,3,-0.44,62.24,1,"['j']",1.46708632752416,61,26,108.32,0.84
"22125",15,1,-0.28,0.38,2,3,-0.08,62.24,1,"['j']",2.90019229671452,61,26,108.32,0.84
"22225",16,1,-0.74,-0.28,1,1,-1.02,62.24,3,"['j']",2.90041736373678,61,26,108.32,0.84
"22325",17,1,0.58,-0.04,1,1,0.54,62.78,3,"['f']",2.86687760899076,61,26,108.32,0.84
"22425",18,1,0.3,-0.64,1,3,0.26,63.04,1,"['f']",3.18353410976124,61,26,108.32,0.84
"22525",19,1,-0.9,0,1,2,-1.8,63.04,3,"['j']",2.78339093190152,61,26,108.32,0.84
"22625",20,1,0.86,0.48,2,1,1.82,64.86,3,"['f']",1.26691008609487,61,26,108.32,0.84
"22725",21,1,-0.14,-0.02,1,1,-0.16,64.86,2,"['j']",2.86691279860679,61,26,108.32,0.84
"22825",22,0,0.22,-0.24,2,2,-0.04,64.82,3,"['f']",3.65024251525756,61,26,108.32,0.84
"22925",23,0,-0.58,0.68,2,3,-0.38,64.44,1,"['f']",2.96698369106161,61,26,108.32,0.84
"23025",24,1,0.38,-0.58,1,2,0.18,64.62,1,"['f']",2.00017741441843,61,26,108.32,0.84
"23125",25,1,0.7,-0.7,1,3,1.4,66.02,3,"['f']",1.7502129705972,61,26,108.32,0.84
"23225",26,1,0.68,0.88,3,1,3.32,69.34,3,"['f']",0.66708735388238,61,26,108.32,0.84
"23325",27,0,0.44,-0.24,2,1,-0.04,69.3,1,"['f']",2.90020915839705,61,26,108.32,0.84
"23425",28,1,-0.82,0.62,2,1,0.42,69.72,1,"['f']",1.6004249881662,61,26,108.32,0.84
"23525",29,1,-0.6,0.02,1,1,-0.58,69.72,2,"['j']",2.63359341895557,61,26,108.32,0.84
"23625",30,1,0.04,0.38,3,2,1.22,70.94,2,"['f']",1.18360045689042,61,26,108.32,0.84
"23725",31,1,-0.08,-0.14,3,1,-0.5,70.94,2,"['j']",3.21687665590434,61,26,108.32,0.84
"23825",32,1,0.16,0.42,1,1,0.58,71.52,2,"['f']",1.63355493027484,61,26,108.32,0.84
"23925",33,1,-0.2,0.4,1,2,0,71.52,1,"['f']",0.933537775330478,61,26,108.32,0.84
"24025",34,1,0.72,0.48,1,2,1.92,73.44,3,"['f']",1.13332069927128,61,26,108.32,0.84
"24125",35,1,-0.36,0.38,1,1,0.02,73.46,3,"['f']",4.60042608782533,61,26,108.32,0.84
"24225",36,0,0.96,-0.76,2,1,-0.56,72.9,1,"['f']",0.667113379517104,61,26,108.32,0.84
"24325",37,1,-0.5,-0.42,1,1,-0.92,72.9,2,"['j']",5.11704366005142,61,26,108.32,0.84
"24425",38,1,-0.82,-0.06,1,2,-1.7,72.9,3,"['j']",4.38373601026251,61,26,108.32,0.84
"24525",39,1,-0.38,0.96,1,1,0.58,73.48,3,"['f']",2.13353953484329,61,26,108.32,0.84
"24625",40,1,-0.58,-0.58,3,1,-2.32,73.48,2,"['j']",1.66683846051455,61,26,108.32,0.84
